1998-09-26T03:30:03.985      80.73    -47.20   -417.79    428.12  -2.57967  -5.47209  -2.34382
1998-09-26T03:30:09.985      80.71    -47.39   -417.98    428.33  -2.56223  -5.45700  -2.34343
1998-09-26T03:30:15.985      81.24    -47.87   -418.64    429.13  -2.54480  -5.44191  -2.34304
1998-09-26T03:30:21.985      81.39    -48.36   -419.37    429.92  -2.52736  -5.42682  -2.34265
1998-09-26T03:30:27.985      81.59    -48.70   -419.94    430.56  -2.50993  -5.41173  -2.34226
1998-09-26T03:30:33.985      81.85    -48.79   -420.59    431.25  -2.49249  -5.39663  -2.34187
1998-09-26T03:30:39.985      82.07    -48.81   -420.73    431.43  -2.47506  -5.38154  -2.34148
1998-09-26T03:30:45.985      81.67    -48.49   -421.84    432.40  -2.45762  -5.36645  -2.34109
1998-09-26T03:30:51.985      81.45    -49.17   -421.91    432.51  -2.44019  -5.35135  -2.34070
1998-09-26T03:30:57.985      81.70    -49.31   -421.67    432.33  -2.42275  -5.33626  -2.34031
1998-09-26T03:31:03.985      82.27    -49.16   -421.30    432.06  -2.40531  -5.32116  -2.33992
1998-09-26T03:31:09.985      82.06    -49.36   -421.45    432.19  -2.38788  -5.30607  -2.33953
1998-09-26T03:31:15.985      81.91    -50.14   -421.39    432.19  -2.37044  -5.29097  -2.33914
1998-09-26T03:31:21.985      82.11    -50.93   -421.73    432.66  -2.35300  -5.27587  -2.33874
1998-09-26T03:31:27.985      81.90    -50.25   -422.29    433.08  -2.33556  -5.26078  -2.33835
1998-09-26T03:31:33.985      81.70    -49.66   -421.61    432.31  -2.31813  -5.24568  -2.33796
1998-09-26T03:31:39.985      82.44    -49.67   -422.09    432.93  -2.30069  -5.23058  -2.33757
1998-09-26T03:31:45.985      82.31    -49.90   -422.35    433.18  -2.28325  -5.21548  -2.33717
1998-09-26T03:31:51.985      82.47    -50.31   -422.92    433.81  -2.26581  -5.20038  -2.33678
1998-09-26T03:31:57.985      82.91    -50.74   -423.32    434.34  -2.24837  -5.18528  -2.33639
1998-09-26T03:32:03.985      82.96    -50.61   -422.18    433.22  -2.23093  -5.17018  -2.33599
1998-09-26T03:32:09.985      82.96    -50.44   -422.16    433.18  -2.21349  -5.15508  -2.33560
1998-09-26T03:32:15.985      83.60    -50.88   -421.98    433.18  -2.19605  -5.13998  -2.33520
1998-09-26T03:32:21.985      83.61    -51.08   -421.98    433.20  -2.17861  -5.12488  -2.33481
1998-09-26T03:32:27.985      83.66    -51.22   -422.07    433.32  -2.16117  -5.10978  -2.33441
1998-09-26T03:32:33.985      84.08    -51.40   -422.35    433.69  -2.14372  -5.09467  -2.33401
1998-09-26T03:32:39.985      84.22    -51.31   -422.98    434.32  -2.12628  -5.07957  -2.33362
1998-09-26T03:32:45.985      83.94    -51.63   -423.08    434.40  -2.10884  -5.06447  -2.33322
1998-09-26T03:32:51.985      83.68    -51.92   -422.20    433.53  -2.09140  -5.04936  -2.33282
1998-09-26T03:32:57.985      83.93    -51.86   -422.06    433.44  -2.07395  -5.03426  -2.33243
1998-09-26T03:33:03.985      83.64    -52.01   -422.21    433.55  -2.05651  -5.01915  -2.33203
1998-09-26T03:33:09.985      83.45    -52.19   -421.21    432.55  -2.03907  -5.00405  -2.33163
1998-09-26T03:33:15.985      83.56    -51.95   -419.97    431.34  -2.02162  -4.98894  -2.33123
1998-09-26T03:33:21.985      82.91    -51.97   -419.32    430.59  -2.00418  -4.97383  -2.33083
1998-09-26T03:33:27.985      82.30    -52.40   -418.84    430.05  -1.98674  -4.95872  -2.33043
1998-09-26T03:33:33.985      82.48    -52.70   -418.75    430.03  -1.96929  -4.94361  -2.33003
1998-09-26T03:33:39.985      82.14    -53.17   -418.45    429.74  -1.95185  -4.92850  -2.32963
1998-09-26T03:33:45.985      81.67    -53.64   -418.23    429.49  -1.93440  -4.91339  -2.32923
